,County,Baseline_R,Baseline_D,2022_SSe_D,2022_SSe_R,2022_Sen_D,2022_Sen_R,2022_Sen_O,2022_Sup_D,2022_Sup_R,2022_Sos_D,2022_Sos_R,2022_LtG_D,2022_LtG_R,2022_Lab_D,2022_Lab_R,2022_Ins_D,2022_Ins_R,2022_Gov_D,2022_Gov_R,2022_Gov_O,2022_Ag_D,2022_Ag_R,2022_Ag_O,2021_Psc_D,2021_Psc_R,2021_Sen_D,2021_Sen_R,2018_SPs_D,2018_SPs_R,2018_SSo_D,2018_SSo_R,2018_Sup_D,2018_Sup_R,2018_LtG_D,2018_LtG_R,2018_Gov_D,2018_Gov_R,2018_Ag_D,2018_Ag_R,2020_Hou_D,2020_Hou_R,2020_Pre_D,2020_Pre_R,2020_Sen_D,2020_Sen_R,2020_Psc_D,2020_Psc_R,2016_Psc_D,2016_Psc_R,2016_Sen_D,2016_Sen_R,2016_Pre_D,2016_Pre_R,2014_Psc_D,2014_Psc_R,2014_Psc_O,2014_Sen_D,2014_Sen_R,2014_Sen_O,2014_Sos_D,2014_Sos_R,2014_LtG_D,2014_LtG_R,2014_Ins_D,2014_Ins_R,2014_Ins_O,2014_Gov_D,2014_Gov_R,2014_Gov_O,2014_Ag_D,2014_Ag_R,2014_Agr_D,2014_Agr_R,2012_Psc_D,2012_Psc_R,2012_Pre_D,2012_Pre_R,2010_Ag_D,2010_Ag_R,2010_Ag_O,2010_LtG_D,2010_LtG_R,2010_Gov_D,2010_Gov_R,2010_Gov_O,2010_Sen_D,2010_Sen_R,2008_Pre_D,2008_Pre_R,2008_Sen_D,2008_Sen_R,2008_Psc_D,2008_Psc_R,2008_Hou_D,2008_Hou_R,2006_Gov_D,2006_Gov_R,2006_LtG_D,2006_LtG_R,2006_Sos_D,2006_Sos_R,2006_Agr_D,2006_Agr_R,2006_Ins_D,2006_Ins_R,2006_Sup_D,2006_Sup_R,2006_Psc_D,2006_Psc_R,2024_Gue_D,2024_Gue_R,2028_Gue_D,2028_Gue_R,Baseline_O,Population 2020,VAP,Number of Households,Percent White VAP,Percent Black VAP,Percent Asian VAP,Percent Native VAP,Percent Latino VAP,Percent High School Attainment,Percent Bachelors Attainment,Percent Graduate Attainment,Percent Senior VAP,Percent Income <25k Households,Percent Income 25-50k Households,Percent Income 50-100k Households,Percent Income 100-200k Households,Percent Income >200k Households,Population Density (Per Square KM)
109,Paulding,56822,34667.0,22485,36389,24389,40688,1635,22622,43699,21564,42433,22506,42197,21885,42484,22476,43685,22426,43992,584,22751,42566,1210,26254,47085,27335,46618,6122,14793,5927,15074,19291,41052,19258,40012,19959,40785,20008,40334,28492,54527,29703,54525,28754,53485,54694,105722,14342,44829,15733,42975,18025,44662,9530,24271,2233,10493,25067,929,9802,26358,9572,26658,9502,25060,1597,10635,24513,1107,9989,26186,9645,26382,14201,38100,15824,40846,8763,22533,1219,8646,22663,9187,22035,1382,7778,23675,5600,15521,5774,13909,5684,12986,5356,15015,5722,15724,6179,15123,6039,14761,9955,11299,5383,16699,5391,15305,5956,14630,33527,50701,37374,46854,3083.0,168661,123998,56232,0.6830190809529186,0.21255181535186052,0.012177615767996258,0.003733931192438588,0.06430748883046501,0.8082872304392006,0.2292053097630607,0.0767270439845804,0.1479620639042565,0.09603072983354674,0.15368473467065016,0.36532579314269453,0.3279982927870252,0.05603570920472329,0.20848547928136843
110,Peach,7174,5993.0,4433,4751,4702,5155,143,4391,5540,4236,5383,4374,5387,4350,5381,4421,5499,4430,5541,57,4456,5371,105,5191,5737,5349,5700,1945,2159,1982,2159,4811,5431,4683,5238,4967,5432,4890,5339,6058,6169,5921,6501,5701,6482,11042,12629,3081,6076,4454,5418,5100,5413,3292,3710,204,3509,3729,69,3309,3902,3268,3944,3277,3740,154,3514,3613,86,3363,3852,3238,3933,5539,5779,6147,5287,3644,3524,194,3660,3588,3678,3570,201,3338,3891,2218,2359,2226,2158,2218,1963,2427,1903,1900,2451,2077,2266,2011,2189,2796,1564,1563,2880,1700,2621,1896,2313,5789,6633,5653,6769,230.0,27981,22111,10333,0.46614807109583467,0.4295147211795034,0.007462349057030438,0.003527655917868934,0.0808647279634571,0.6972999864320927,0.1789154719370449,0.09090497942200715,0.20103116096060783,0.26139552888802864,0.21774895964385949,0.2737830252588793,0.21049066098906416,0.033775283073647536,0.07188642453608195
111,Pickens,17291,2808.0,2356,10987,2589,12050,363,2095,12818,1936,12316,2225,12433,2029,12513,2129,12757,2041,12937,80,2278,12457,232,2403,12543,2612,12531,912,4351,845,4435,1784,11297,1959,10952,1902,11331,2045,11036,2648,13966,2807,14075,2678,13861,4855,27010,1959,10956,1739,11002,1979,11650,1236,6888,543,1586,7087,217,1280,7434,1241,7553,1241,7131,369,1641,6918,264,1368,7368,1258,7454,1751,9459,1975,10548,1590,6895,407,1445,7113,1561,6959,490,1156,7447,1005,4320,1217,3717,1174,3382,1111,4022,1155,4218,1340,3986,1319,3828,2636,2712,1015,4545,1027,4097,1224,3865,2832,14050,2771,14111,703.0,33216,26799,12881,0.9247733124370312,0.008918243218030524,0.005858427553266913,0.004104630769804844,0.028172693010933243,0.8039852233292287,0.22799358185006904,0.07858502182917274,0.2794134109481697,0.1530160701808866,0.2051082990451052,0.3278472168309914,0.24772921357037497,0.06179644437543669,0.05526448454920412
112,Pierce,8652,986.0,771,5928,779,6325,24,658,6454,622,6243,706,6356,686,6358,693,6431,674,6463,14,710,6358,39,917,6929,947,6980,253,2382,251,2394,717,6075,703,5887,738,6122,762,6015,1148,8609,1225,8754,1124,8625,2123,16780,627,6158,751,5816,903,6302,543,3283,80,568,3345,16,541,3396,554,3380,541,3298,48,674,3133,48,538,3380,551,3358,959,5113,1124,5667,769,3177,87,593,3364,852,3147,72,565,3391,465,2232,546,1977,622,1752,407,2208,785,1980,657,2061,692,1911,1244,1472,615,2100,559,2143,701,1914,1088,8891,917,9062,107.0,19716,14899,7265,0.8586482314249279,0.07966977649506678,0.0042284717095107055,0.0036915229210014093,0.03993556614537888,0.7641452446472917,0.13766024565407076,0.0607423317001141,0.2334384858044164,0.2440467997247075,0.24046799724707502,0.3459050240880936,0.1358568479008947,0.02794218857536132,0.022359318650910658
113,Pike,10683,1478.0,1185,7458,1257,7948,191,1087,8275,1026,7966,1104,8118,1049,8138,1085,8260,1074,8303,23,1121,8133,110,1299,8257,1390,8240,551,2932,510,2998,1118,7294,1146,7136,1163,7322,1236,7168,1368,9112,1504,9126,1429,9046,2683,17725,1038,7066,1101,6912,1240,7278,850,4413,280,1036,4459,141,881,4692,859,4729,859,4489,211,1073,4348,178,961,4611,848,4709,1155,6058,1356,6668,1111,4387,195,1056,4458,1075,4456,220,841,4695,716,3048,848,2693,816,2537,725,2914,900,2843,972,2735,948,2639,1868,1847,734,3061,760,2853,875,2674,1255,9375,940,9690,350.0,18889,14337,6230,0.8709632419613588,0.08181627955639255,0.004952221524726233,0.0016739903745553464,0.014438166980539862,0.7928436911487758,0.18260445002441236,0.07853804840622167,0.20276208411801633,0.14831460674157304,0.16757624398073837,0.3308186195826645,0.29341894060995183,0.05762439807383628,0.033751451800232285
114,Polk,15286,3238.0,2471,9507,2794,10427,343,2497,10991,2360,10621,2546,10695,2417,10749,2521,10935,2426,11117,20,2586,10768,102,3220,11450,3325,11526,1006,3457,941,3555,2560,10045,2492,9696,2588,10178,2733,9837,3491,13255,3658,13590,3537,13283,6660,25933,2364,10532,2613,10219,2867,11014,2022,5458,418,2197,5540,321,2030,5888,1864,6076,1920,5712,276,2387,5322,243,2125,5777,1958,5924,3446,9017,3615,9812,2747,5572,310,2587,5891,2627,5797,384,2169,6313,1353,3783,1760,3033,1758,2754,1600,3389,2258,4171,2473,3924,2535,3590,4249,2178,1807,4762,1884,4355,2376,3704,3429,13819,3027,14221,577.0,42853,32238,15784,0.7647186550034121,0.11759414355729264,0.005831627272163286,0.006203858800173708,0.10087474409082449,0.7375147341646504,0.11889695390532912,0.041131583845151684,0.21136546932191824,0.2397364419665484,0.2659655347187025,0.2955524581855043,0.17200963000506841,0.016472377090724785,0.05331573270097131
115,Pulaski,3034,1214.0,987,2204,1003,2319,23,881,2444,836,2353,891,2376,864,2384,886,2429,905,2452,5,912,2374,21,1055,2543,1138,2543,456,1531,511,1524,952,2529,952,2411,1080,2527,1003,2465,1080,2805,1216,2806,1139,2788,2152,5416,567,2506,871,2414,1105,2436,659,1552,70,799,1549,21,683,1628,689,1612,685,1538,49,811,1492,27,694,1600,670,1632,1017,2267,1219,2445,893,1554,75,994,1468,887,1604,74,744,1710,472,755,528,645,531,535,705,498,511,933,557,895,560,834,776,677,432,1049,443,983,525,871,1073,2949,953,3069,70.0,9855,8012,3036,0.6336744882675986,0.3152770843734398,0.00836245631552671,0.0016225661507738391,0.027958062905641536,0.7307788317523715,0.11470294558162755,0.04480778831752372,0.255117324013979,0.26811594202898553,0.25,0.24736495388669302,0.208498023715415,0.005599472990777339,0.015265342792527649
116,Putnam,9095,3465.0,2696,6594,2847,7165,191,2473,7639,2358,7419,2542,7423,2446,7484,2469,7636,2496,7688,45,2593,7448,112,3018,7681,3195,7639,1071,2961,1051,3007,2438,6715,2463,6573,2579,6705,2609,6543,3222,8392,3448,8290,3298,8279,6266,16300,1697,6746,2334,6435,2758,6544,1636,4348,233,1867,4344,102,1633,4597,1594,4665,1593,4496,138,1808,4359,100,1698,4530,1572,4644,2491,5954,2926,6215,2055,4241,210,1928,4442,1902,4439,220,1693,4657,1102,2175,1109,1964,1095,1812,1078,1998,1250,2670,1338,2557,1317,2459,2078,1840,1041,2945,1114,2720,1247,2505,3275,8463,3101,8637,273.0,22047,17847,9703,0.6957471844007396,0.22956239143833698,0.004650641564408584,0.004034291477559254,0.05776881268560542,0.7900487476886872,0.24267383874040455,0.08953885807138455,0.30229170168655795,0.15541585076780376,0.27651241883953415,0.299185818818922,0.19457899618674637,0.07111202720807998,0.024696350379681042
117,Quitman,654,463.0,329,477,378,511,10,342,534,329,524,336,526,345,517,347,530,350,555,0,349,518,9,455,520,464,547,221,308,258,307,387,505,360,481,410,522,399,485,544,522,497,605,471,601,905,1102,253,529,382,502,462,575,279,292,19,299,302,13,284,314,274,313,278,291,10,310,269,13,278,310,283,299,431,498,612,510,444,300,19,398,331,446,329,17,378,372,398,266,380,215,361,191,437,170,251,243,263,217,272,188,354,117,238,239,224,252,262,197,476,626,471,631,20.0,2235,1870,941,0.5545454545454546,0.3967914438502674,0.0042780748663101605,0.006951871657754011,0.009625668449197862,0.6438502673796791,0.0786096256684492,0.026737967914438502,0.3679144385026738,0.3985122210414453,0.3134962805526036,0.21253985122210414,0.04569606801275239,0.015940488841657812,0.0057059556390670315
118,Rabun,8094,1951.0,1706,5741,1803,6179,223,1477,6664,1330,6490,1562,6464,1444,6509,1495,6656,1416,6765,56,1593,6477,106,1664,6641,1834,6567,799,2542,773,2582,1358,6041,1449,5878,1427,6062,1513,5903,1854,7457,1983,7474,1824,7392,3396,14466,1058,6195,1255,5976,1443,6286,1072,3907,274,1380,3939,141,1115,4174,1041,4289,1081,4031,195,1278,4006,166,1170,4101,1197,4132,1534,5224,1558,5753,1496,3552,227,1229,3886,1264,3909,271,1091,4103,406,1228,497,1009,482,880,520,1015,930,2577,1121,2308,1170,2098,2005,1516,937,2598,859,2537,1091,2176,2049,7408,2007,7450,328.0,16883,13767,6701,0.9068787680685698,0.005520447446793056,0.004140335585094792,0.003849785719474105,0.06740756882399943,0.8048231277693034,0.25415849495169607,0.11716423331154209,0.3546161109900487,0.2545888673332338,0.25264885837934636,0.29980599910461125,0.14042680196985524,0.03626324429189673,0.017611224117248213
119,Randolph,1385,1579.0,1351,1057,1366,1158,9,1273,1234,1212,1244,1283,1198,1279,1204,1272,1228,1316,1244,0,1277,1217,5,1634,1298,1678,1289,679,555,708,554,1427,1284,1351,1219,1518,1257,1459,1231,1863,1161,1671,1391,1606,1405,3133,2667,795,1452,1275,1293,1598,1271,1035,1008,16,1112,1015,0,1059,1021,1026,1061,1037,1021,6,1110,993,2,1042,1033,1030,1055,1415,1317,1770,1271,1655,616,10,1268,994,1296,990,15,1159,1070,958,713,865,637,861,589,1174,401,519,429,501,394,503,359,641,258,256,579,428,474,477,393,1511,1551,1298,1764,9.0,6425,4977,2374,0.38677918424753865,0.5762507534659433,0.004018485031143259,0.0024110910186859553,0.016475788627687362,0.6779184247538678,0.10407876230661041,0.02451275868997388,0.26662648181635523,0.45240101095197977,0.3129738837405223,0.13479359730412804,0.05939342881213142,0.0,0.005792854727825989
120,Richmond,25482,56135.0,41812,18013,43567,19491,878,41651,21554,40021,21836,41341,20575,41038,20435,41501,21467,42130,21602,302,41841,20685,866,52417,23959,53742,23523,20365,10297,21387,9804,45745,23118,44784,21837,47532,22075,46461,22244,56588,28704,59123,26781,56786,27051,110529,53098,28239,33606,42229,25908,48814,24460,28887,17130,1483,30709,16933,604,29318,18285,29130,18288,29057,17382,1032,29721,17231,788,29097,18419,29162,17990,43977,30989,52559,25844,31085,17452,1036,29858,18796,30574,17881,1442,29101,19551,23819,16551,21839,15040,22633,13696,23770,14735,17730,16655,18562,14966,18852,13843,23241,10101,15992,17830,17053,16487,18004,14487,59184,26720,59125,26779,1513.0,206607,160899,75820,0.3753099770663584,0.5261685902336248,0.02231834877780471,0.0033437125153046323,0.052486342363843155,0.7395881888638214,0.19629084083804127,0.07873883616430183,0.18346291773099896,0.2714455288841994,0.24799525191242416,0.3123186494328673,0.13311791084146662,0.03197045634397257,0.2459490024284558
121,Rockdale,10887,33032.0,23876,7752,25477,8721,574,24468,10054,23711,10141,24498,9351,24211,9411,24480,9985,24755,9937,214,24596,9521,518,28909,11441,29555,11162,9261,5709,9194,5829,23796,12335,23643,11624,24724,11703,24215,11831,31211,12382,31243,13012,30641,12715,59797,25220,14842,16983,21224,13893,23255,13478,14562,10896,939,15723,10633,378,14895,11606,14637,11860,14531,11298,626,15423,10684,463,14917,11546,14446,11884,19522,18823,22023,15716,13935,12019,746,13705,12354,14019,11794,949,13133,13034,4220,4208,4032,3841,4000,3552,449,855,7089,8775,7775,7960,7377,8106,9842,5943,6214,10087,6635,8883,7190,8008,33078,11177,34778,9477,956.0,93570,71503,33109,0.30942757646532315,0.5627036627833797,0.017859390515083284,0.0033005608156301135,0.0851572661286939,0.7848062319063536,0.25067479686167016,0.09715676265331524,0.1894745675006643,0.1367906007430004,0.2276118275997463,0.3534688453290646,0.22033284001328943,0.05868494971155879,0.2782966117826211
122,Schley,1971,425.0,347,1380,384,1467,4,330,1520,306,1459,340,1480,330,1488,336,1508,340,1526,2,342,1486,11,403,1614,438,1618,150,619,162,609,340,1540,346,1514,353,1565,356,1517,553,1675,463,1800,439,1784,831,3450,254,1452,346,1445,401,1472,298,913,24,320,931,15,297,967,298,959,288,923,24,342,895,11,301,945,295,943,400,1195,448,1286,381,758,9,310,834,362,794,25,288,855,166,404,197,341,193,305,288,242,181,386,172,381,189,340,329,230,127,436,132,410,171,361,410,1853,323,1940,26.0,4547,3328,1573,0.7683293269230769,0.19020432692307693,0.004206730769230769,0.00030048076923076925,0.030949519230769232,0.7761418269230769,0.13551682692307693,0.04296875,0.20432692307692307,0.27590591226954864,0.2193261284170375,0.33439287984742533,0.15130324221233313,0.0050858232676414495,0.01051837766689568
123,Screven,4264,2567.0,1910,2987,2009,3203,30,1851,3369,1722,3337,1828,3295,1816,3316,1840,3367,1871,3422,2,1871,3313,14,2325,3488,2427,3496,901,1366,1042,1282,2022,3236,1948,3127,2131,3268,2093,3132,2494,3972,2662,3916,2590,3893,4942,7544,1224,3483,1942,3290,2299,3305,1555,2083,79,1699,2024,29,1571,2174,1548,2189,1578,2084,47,1653,2034,48,1576,2152,1524,2230,2331,3160,2774,3287,1716,1969,57,1629,2101,1676,2056,77,1463,2255,1742,1728,1729,1481,1823,1246,2183,1160,1341,1863,1351,1767,1364,1624,1820,1311,1208,1921,1236,1870,1309,1665,2504,4074,2410,4168,75.0,14067,10893,4803,0.590379142568622,0.37005416322408885,0.004314697512163775,0.0033048746901679976,0.0172587900486551,0.7760947397411182,0.13742770586615258,0.06462866060772973,0.2500688515560452,0.2646262752446388,0.292317301686446,0.23547782635852593,0.16968561315844263,0.011659379554445138,0.008410445525818759
124,Seminole,2796,1174.0,793,1955,827,2153,13,751,2243,699,2209,761,2207,761,2200,753,2238,773,2254,2,752,2210,7,1082,2352,1144,2356,329,726,344,726,1029,2132,1007,2062,1060,2149,1070,2087,1360,2419,1254,2611,1186,2597,2270,5000,688,2343,1011,2070,1188,2345,746,1428,22,803,1388,11,771,1464,765,1434,760,1423,9,805,1357,16,782,1436,744,1478,1223,2183,1477,2245,1111,1483,63,985,1586,1131,1509,39,947,1635,994,1537,948,1338,1101,1072,1690,729,807,938,850,844,883,782,1007,698,774,944,709,1004,811,835,1208,2657,1086,2779,32.0,9147,7277,3561,0.6464202281159819,0.3072694791809812,0.0064587055105125735,0.0009619348632678302,0.021987082588978975,0.7997801291741102,0.15088635426686822,0.04562319637213137,0.2899546516421602,0.30525133389497333,0.2749227745015445,0.2524571749508565,0.14995787700084245,0.004773939904521202,0.014867030527229404
125,Spalding,18387,13591.0,8902,12624,9761,13966,535,9114,14965,8718,14661,9068,14551,8893,14645,9088,14978,9146,15091,119,9246,14601,317,10665,15945,11055,15872,3219,6323,3111,6477,8755,15057,8658,14602,9259,14937,9117,14693,11071,18182,11783,18056,11355,17768,21830,34696,5814,16192,7879,15173,9357,15646,5601,10070,822,6189,10237,395,5716,10806,5514,11005,5571,10392,554,6118,10122,451,5762,10725,5539,10864,8187,14200,9898,14912,5997,9862,503,5781,10253,5906,10071,632,5202,10752,3274,4726,3223,4164,3196,3921,3026,4597,3287,6435,3463,6121,3423,5969,5278,4390,2769,7111,2950,6485,3299,5972,11892,17947,11964,17875,886.0,67306,52123,26307,0.5960132762887784,0.32475106958540373,0.010379295128829883,0.003376628359841145,0.04560366824626365,0.7415344473648869,0.16273046447825337,0.05976248489150663,0.2411987030677436,0.24335728133196488,0.24411753525677576,0.32295586725966474,0.14536055042384155,0.040293458014977,0.1326043698406131
126,Stephens,10335,2379.0,1661,6702,1762,7374,186,1521,7777,1356,7518,1537,7576,1461,7603,1537,7731,1502,7819,24,1551,7621,124,1903,8024,2059,7975,484,2524,487,2535,1649,7275,1658,7107,1692,7326,1707,7172,2185,9332,2385,9368,2187,9353,4096,18099,1289,7724,1548,7285,1836,7686,1027,3868,226,1140,3914,114,1030,4112,1001,4134,1020,3965,133,1151,3831,134,1066,4047,1460,3701,1932,6698,2131,7221,1717,4443,237,1540,4698,1527,4798,216,1456,4795,871,2758,1015,2314,1113,2098,1083,2386,1362,2690,1409,2549,1519,2330,2312,1721,1131,2909,1158,2778,1303,2554,2295,9458,2139,9614,324.0,26784,21163,10129,0.8263478712847895,0.10773519822331427,0.008127392146671077,0.0035439209941879697,0.02731181779520862,0.7249917308510135,0.1418513443273638,0.0543401219108822,0.24731843311439777,0.23783196761773126,0.25135748839964456,0.3272781123506763,0.15480304077401522,0.010070095764636192,0.05781934046576691
127,Stewart,852,1156.0,899,534,917,638,5,817,660,773,670,804,642,831,642,825,654,895,672,1,829,655,7,1062,677,1117,685,339,264,354,266,935,760,897,714,1053,760,942,739,1248,696,1183,802,1116,802,2092,1455,556,826,899,808,1222,804,664,450,11,736,475,12,662,501,658,491,660,483,11,766,431,9,664,496,640,511,914,708,1323,744,907,450,35,846,546,979,518,12,804,590,804,430,723,371,630,309,876,229,580,309,510,303,544,245,650,171,428,387,448,387,492,290,1134,851,1096,889,17.0,5314,4617,1664,0.2531947151830193,0.433398310591293,0.036170673597574185,0.0023824994585228505,0.25904266839939355,0.6541043967944553,0.14533246696989388,0.04721680745072558,0.16525882607753953,0.36478365384615385,0.2421875,0.1953125,0.1310096153846154,0.022235576923076924,0.004472499263560998
128,Sumter,5870,6046.0,4648,4202,4895,4589,54,4543,4939,4408,4876,4608,4760,4574,4759,4571,4888,4650,4921,4,4621,4795,25,5713,5227,5870,5210,1960,2051,1999,2048,5098,5206,4997,5032,5360,5150,5249,5041,6790,5206,6318,5731,6113,5742,11963,11202,3067,6075,4876,5417,5520,5275,3987,3763,99,4253,3674,40,4056,3866,4046,3865,4016,3755,56,4344,3571,42,4073,3831,4001,3866,5473,5881,6374,5377,4797,3142,102,4105,3805,4293,3732,119,3821,4118,2550,2399,2467,2184,2410,1896,3335,1431,1964,1708,1914,1719,1944,1622,2276,1378,1732,1924,1770,1867,1856,1706,6229,5820,6183,5866,88.0,29616,23036,10775,0.4324101406494183,0.4871505469699601,0.017190484459107484,0.0025177982288591767,0.04979163049140476,0.6773311338774093,0.15918562250390692,0.06355270012154889,0.21900503559645773,0.3099767981438515,0.29930394431554525,0.22700696055684455,0.13466357308584687,0.01531322505800464,0.02368037254049075
129,Talbot,1433,1880.0,1605,1061,1688,1118,26,1595,1197,1479,1189,1527,1178,1551,1172,1569,1195,1628,1214,2,1586,1163,30,1887,1244,1948,1240,786,463,805,467,1634,1188,1570,1135,1764,1167,1704,1126,2179,1274,2114,1392,2013,1386,3898,2657,1039,1442,1639,1227,2002,1195,1220,804,74,1311,804,41,1242,859,1219,867,1223,825,26,1335,778,24,1226,865,1220,870,1763,1345,2266,1202,1371,813,85,1402,835,1473,824,54,1324,891,1344,862,1286,742,1157,695,1436,617,905,645,918,566,1013,459,1164,331,770,740,791,730,878,566,1962,1544,1830,1676,59.0,5733,4783,2495,0.4480451599414593,0.5237298766464562,0.0035542546518921177,0.0010453690152623877,0.011708132970938742,0.7426301484424002,0.1266987246498014,0.0455780890654401,0.3006481287894627,0.30180360721442884,0.26452905811623245,0.2845691382765531,0.10701402805611222,0.02845691382765531,0.005655826250807729
130,Taliaferro,372,505.0,431,284,484,310,0,456,314,431,309,438,320,450,306,451,319,478,326,0,453,299,6,490,327,515,333,248,176,270,168,489,349,476,334,568,350,514,332,498,363,560,359,521,366,990,675,230,379,444,340,544,348,314,215,14,348,212,8,312,238,317,236,308,226,2,333,216,0,311,239,312,238,433,309,635,324,468,217,4,457,237,516,229,2,452,247,287,146,252,124,251,112,290,104,253,142,265,124,249,121,304,73,225,167,242,142,242,127,535,384,518,401,5.0,1559,1289,598,0.4010861132660978,0.5422808378588053,0.0023273855702094647,0.0015515903801396431,0.035686578743211794,0.8114817688130334,0.07525213343677269,0.017843289371605897,0.3452288595810706,0.2792642140468227,0.3862876254180602,0.2140468227424749,0.03678929765886288,0.0,0.0030930882670968025
131,Tattnall,6497,1916.0,1439,4561,1524,4866,32,1355,5051,1268,4963,1330,4966,1319,4985,1339,5064,1358,5123,4,1390,4972,12,1774,5311,1872,5342,682,1895,856,1775,1481,4972,1437,4823,1537,5073,1595,4835,1878,6020,2060,6052,1977,5953,3647,11574,933,4979,1353,4959,1680,5096,993,3021,56,1228,2931,21,1000,3171,999,3159,1004,3032,35,1205,2934,26,1037,3104,1026,3142,1543,4057,1896,4706,1277,2635,47,1141,2814,1213,2743,77,905,3064,1104,2863,1356,2332,1274,2065,2131,1727,873,1501,887,1427,862,1358,1200,1129,701,1618,734,1561,802,1401,2015,6097,1793,6319,67.0,22842,17654,7514,0.6392885465050413,0.26883425852498016,0.005607794267588082,0.003681885125184094,0.08037838450209585,0.7034099920697859,0.13288773082587516,0.05216948000453155,0.18386767871303955,0.2420814479638009,0.24780409901517167,0.31328187383550704,0.14519563481501196,0.023822198562682993,0.01834153705324522
132,Taylor,2621,1322.0,1125,1880,1146,2019,3,1070,2107,1013,2051,1050,2072,1048,2076,1065,2105,1069,2136,0,1077,2080,7,1297,2118,1355,2117,549,836,578,826,1148,2071,1122,1974,1205,2069,1182,2025,1484,2261,1387,2417,1312,2398,2520,4639,748,2160,1090,1975,1296,2065,885,1229,18,917,1260,8,897,1274,879,1281,874,1230,15,960,1183,17,889,1261,849,1309,1392,1882,1572,1947,1144,1267,28,1128,1303,1189,1257,22,1006,1398,780,981,794,864,767,805,972,686,637,704,664,660,681,599,916,412,548,793,523,796,589,695,1282,2522,1151,2653,22.0,7816,6120,3089,0.6076797385620915,0.35604575163398694,0.0032679738562091504,0.00261437908496732,0.017483660130718955,0.6957516339869281,0.14101307189542484,0.052941176470588235,0.26176470588235295,0.3693752023308514,0.2657818064098414,0.20783425056652638,0.11719002913564261,0.01715765619941729,0.008011422632268936
133,Telfair,2906,1271.0,1037,2182,1032,2340,6,926,2411,890,2355,896,2379,938,2373,946,2383,959,2432,6,959,2365,7,1301,2436,1353,2492,458,1078,477,1089,1139,2376,1099,2297,1190,2425,1191,2298,1414,2702,1486,2825,1435,2751,2805,5178,607,2354,1119,2326,1313,2449,1029,1547,33,1168,1524,15,1063,1589,1049,1591,1046,1528,25,1190,1453,22,1095,1543,1121,1532,1728,2121,1805,2480,1339,1267,24,1389,1242,1313,1362,20,1087,1539,1097,1895,1324,1504,1322,1244,1097,1608,1033,887,965,908,1027,759,1241,654,738,1139,773,1087,895,908,1388,2923,1300,3011,27.0,12477,10190,2955,0.5951913640824338,0.3691854759568204,0.002747791952894995,0.0024533856722276743,0.17242394504416095,0.6206084396467124,0.06153091265947007,0.03130520117762512,0.2099116781157998,0.3238578680203046,0.20439932318104906,0.2971235194585448,0.11032148900169204,0.009475465313028765,0.011016138815533313
134,Terrell,2052,2245.0,1777,1572,1904,1696,12,1769,1825,1685,1837,1773,1762,1785,1775,1803,1782,1839,1794,4,1802,1788,0,2207,1855,2260,1863,775,780,797,776,1988,1848,1929,1770,2125,1800,2030,1796,2591,1778,2377,2003,2278,2040,4483,3922,1221,2226,1857,1997,2266,1874,1666,1444,47,1801,1441,14,1679,1514,1644,1522,1645,1468,35,1772,1427,18,1686,1483,1669,1505,2093,2090,2544,1833,2190,888,28,1658,1382,1697,1366,41,1545,1481,1040,867,962,827,954,723,1259,574,1012,803,906,857,889,808,1106,664,736,1046,770,981,849,871,2309,2071,2228,2152,30.0,9185,7204,3368,0.38034425319267073,0.5816213214880622,0.007912270960577457,0.001526929483620211,0.01679622431982232,0.6860077734591893,0.09230982787340367,0.03511937812326485,0.24292059966685176,0.2826603325415677,0.27315914489311166,0.28652019002375295,0.12381235154394299,0.005344418052256532,0.010561088740741081
135,Thomas,13565,8111.0,6035,9432,6436,10480,216,6059,11043,5596,11034,6061,10740,5986,10793,6018,11040,6138,11062,54,6090,10858,118,7434,11571,7634,11598,2035,3527,2054,3547,6211,10702,6045,10263,6602,10556,6344,10508,8004,13121,8709,12954,8158,13020,15753,25435,3958,12272,6001,10822,7141,11229,3960,6723,255,4150,6724,85,3990,6976,4015,6913,3978,6755,162,4341,6388,156,4012,6933,3908,7021,6543,11222,7652,11155,5009,7647,305,4831,7747,5293,7347,436,4544,8069,3022,4723,2654,4365,2954,3924,3977,3401,2845,4372,2938,4151,2939,4035,3922,3213,2666,4512,2460,4665,2848,4124,8716,12947,8586,13077,341.0,45798,35037,17951,0.5984816051602592,0.3430944430173816,0.009675485914889974,0.00396723463766875,0.027685018694522934,0.7818020949282187,0.231041470445529,0.08667979564460428,0.23526557639067272,0.20979332627708763,0.2700128126566765,0.28622360871260655,0.18829034594173027,0.03877221324717286,0.03246747262298301
